goodroadv,transport,pro3,tapwater,roadv,rm2c7d,rm2c7e,rm2c7g,animal_s,agrvisit,plant_s,agrext,irrigation,rm2c7c,pro5,pro4,rm2c7b,useschool,kgarten,v_prischool,broadcast,post,vpost,rm2c7a,rm2c7f,market,nonfarm,vmarket1,vmarket2,vmarket3,treatment,id_district,lnarea,lnpopden,city,reg8,rnongnghiep,rcongnghiep,rdichvu,year,tinh,post_treat
1,1,1,0,1,0.005765534937,0,0,1,0.04,0,0,1,0,0,0,0.0008157715783,0,0,1,1,1,0,0.06534273177,0,1,1,0,0,0,0,811d13,2.349468708,5.003613472,0,8,0.7895811796,0.4281835556,0.8555360436,2006,811,0
1,1,1,1,1,0.003590664361,0,0,1,0.04,0,0,1,0.001692865742,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,811d13,3.413125992,4.701198578,0,8,0.7895811796,0.4281835556,0.8555360436,2006,811,0
1,0,0,0,1,0,0,0,1,0.02,0,0,0,0,0,0,0,1,0,1,1,1,1,0.03181489557,0.01084598713,1,0,1,0,0,0,811d15,2.946016788,4.285993576,0,8,0.7895811796,0.4281835556,0.8555360436,2006,811,0
0,1,0,0,0,0,0,0,0,0.03,0,0,0,0.005376344081,0,1,0.003870967776,0,0,0,1,1,0,0.1613508463,0,0,0,1,0,0,0,811d15,2.590767145,4.380901337,0,8,0.7895811796,0.4281835556,0.8555360436,2006,811,0
1,1,0,0,1,0,0,0,1,0.04,0,0,1,0.236741066,0,0,0.004799616057,0,0,1,1,1,0,0.1059530303,0,1,0,1,0,0,0,811d15,2.622492313,4.890125275,0,8,0.7895811796,0.4281835556,0.8555360436,2006,811,0
0,1,0,0,0,0.007621951401,0,0.9390243888,1,0.3,0,0,1,0,0,0,0,0,0,0,1,1,0,0.4634146392,0,0,0,0,0,0,0,811d15,2.933856726,4.6509161,0,8,0.7895811796,0.4281835556,0.8555360436,2006,811,0
1,1,1,0,1,0,0,0,1,0.02,0,0,0,0.002457002411,0,0,0.002149877138,0,0,1,1,1,1,0.1317725778,0,1,1,1,0,0,0,813d3,3.394508362,3.915373087,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0.001103143906,0,0,1,0.17,1,0,1,0,0,0,0,0,0,1,1,1,0,0.008273580112,0,0,1,0,0,0,0,813d4,4.796616554,2.706121683,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,1,1,1,1,0.09428571165,0,1,0,1,1,0,0,813d4,1.686398983,4.171534061,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0,1,0.04,0,0,0,0,0,1,0,1,0,0,0,1,0,0.1024507806,0,1,1,0,0,0,1,813d5,4.11447382,3.705162287,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,1,0,0,0,0,0,1,0.05,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,813d5,5.043167114,2.737136126,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,0,0,1,0,0,0,1,0.2,1,0,1,0.004054122604,0,0,0.003547357162,0,1,1,1,0,1,0.05277855322,0,1,1,1,0,0,1,813d5,3.612807989,4.570589542,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,1,0,0,0,0,0,1,0.06,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,813d5,5.212977409,2.584724665,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0.1117504537,1,0.08,0,0,1,0.002677555429,0,1,0.003346944228,0,0,1,1,1,0,0.009085402824,0,1,0,1,0,0,1,813d5,4.48649931,3.615784407,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0,1,0.04,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,813d7,3.45631671,4.464492798,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,0,0,1,0,0.00083263946,0,1,0.03,1,0,1,0.009162094444,0,0,0.0008522878634,0,1,1,1,1,0,0.03608104214,0,0,1,0,0,0,1,813d7,4.233961582,3.955560446,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0.157035172,0,1,0.1,1,0,1,0.003108808305,0,0,0.04922279716,0,0,0,1,1,1,0.2047738731,0,0,0,0,0,0,1,813d7,3.522825003,3.849921465,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0.002160410397,0.002700512996,0,1,0.1,1,0,1,0.0001760770101,1,0,0.002347693313,1,1,1,1,1,0,0.0553605184,0,1,1,1,0,0,1,813d7,3.829510689,4.387388229,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,0,0,0,0,0,0,1,0.12,1,0,1,0.001459143939,0,0,0.01624513604,0,0,1,0,1,0,0.02017291076,0,0,1,0,0,0,1,813d9,3.565298319,4.075785637,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,1,0,0,0,0,0,1,0.03,1,0,1,0.004905063193,0,0,0.0285601262,0,0,1,0,1,0,0.0370499827,0,1,0,0,0,0,1,813d9,3.512738705,4.446187496,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,0,0,1,0,0,0.9895114303,1,0.24,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,813d9,3.857144356,4.337913036,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,0,0,0,0,0,0,1,0.04,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,813d9,3.583518982,4.494238853,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,0,0,1,0,0,0,1,0.06,0,0,0,0,0,1,0.00757042272,0,0,1,0,1,1,0,0,1,0,1,0,0,1,813d11,3.782369852,4.159636974,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,1,0,0,0,0,0,1,0.1,0,0,1,0.02524013817,1,0,0.01839362271,0,0,1,1,1,1,0.03144654259,0,1,0,1,0,0,1,813d11,3.60983634,3.761653185,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0,0,0.15,0,0,1,0.003131066449,1,0,0.009393199347,0,0,1,0,1,0,0,0,0,0,0,0,0,1,813d11,3.790081263,4.172334194,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0.02151260525,0,1,0.18,1,0,1,0,0,0,0,0,0,1,0,1,1,0.007394957822,0,0,1,0,0,0,1,813d11,3.828206539,4.169792652,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,0,0,1,0,0,0,1,0.15,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,813d11,3.528123617,4.246311665,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0,1,0.13,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,813d11,3.778491497,4.275395393,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,0,0,0,0,0.02285714261,0,0,0.02,0,0,0,0.002696225187,0,1,0.006590772886,0,0,1,1,1,1,0.01714285649,0,1,1,1,0,0,1,813d13,3.873697758,4.286820412,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0,0,0.05,0,0,1,1,0,1,,0,1,0,1,1,0,0,0,0,0,0,0,0,1,813d13,3.458207607,4.057137012,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,0,1,0,0,0.1192961559,0,0,1,0.06,1,0,1,0,0,1,0.01509206183,0,0,1,1,1,0,0,0.007754249964,1,0,0,0,0,1,813d13,3.951243639,4.166367054,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,1,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0.003403675975,1,1,0,1,1,1,0.1983994693,0,1,0,1,0,0,1,813d13,3.867444038,4.138590336,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,0,0,0,0,0,0,1,0.1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,813d13,3.636796474,4.290888786,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,1,0,0,0.01045296155,0,0.006968641188,1,0.03,0,0,0,0.002787456382,0,0,0.00111498253,0,0,1,0,1,0,0.1783972085,0.001393728191,0,0,0,0,0,1,813d15,3.754199028,3.514721155,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0.06925208122,1,0.04,1,0,0,0.2918855846,0,1,0.02189141884,0,1,1,1,1,0,0.1731301993,0.02770083025,1,0,0,0,0,1,813d15,4.018542767,3.949776649,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,813d15,3.353406668,4.338706493,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,1,0,0,0,0,0.008269930258,1,0.05,0,0,0,0.02947027236,0,0,0.01473513618,0,0,0,0,1,0,0.0992391631,0.006615944207,0,0,0,0,0,1,813d15,3.95928812,4.054717064,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,0,0,1,0,0.04815455526,0,0,0.04,0,0,0,0.003557713935,0,0,0.006494239904,0,0,0,0,1,0,0,0.002018454485,0,1,0,0,0,1,813d17,4.412313461,3.739020109,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0,0,0.04,0,0,0,0.00302230753,0,0,0.004125689622,0,0,1,0,1,1,0.1653715372,0.001699854271,1,1,0,0,0,1,813d17,4.584967613,3.738155365,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,0,0,0,0,0.07386934757,0,0,0.03,0,0,0,0.005003502592,0,0,0.01200840622,1,0,0,0,1,0,0,0.006030150689,0,1,0,0,0,1,813d17,3.680090904,3.915798903,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0,0,0.08,0,0,1,0.01739433035,0,0,0.01043659728,0,0,1,0,1,1,0.1793721914,0,0,0,0,0,0,1,813d19,3.765145779,3.944611073,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0,0,0.05,0,0,1,0.007542426232,0,0,0.002514142077,0,0,1,0,1,1,0.09155345708,0,0,0,1,0,0,1,813d19,4.350277901,3.777126551,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
0,1,1,0,0,0,0,0,0,0.05,0,0,0,0.0165809989,1,0,0.004145249724,0,0,1,0,1,0,0.1953125,0,0,0,0,0,0,1,813d19,3.924544334,3.92321825,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,1,0,1,0,0,0,1,0.1,0,0,0,0.03194444627,0,0,0.004166666884,0,0,1,1,1,1,0.6067291498,0,1,0,1,0,0,1,813d19,3.398527145,4.104210854,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,0,0,1,0,0,0,1,0.08,0,0,0,0.00320821302,1,0,0.01154956687,0,0,1,1,1,1,0.05725190789,0,1,1,1,0,0,1,813d21,4.040240288,2.626716375,0,8,1.165826082,1.269268513,1.248059154,2006,813,0
1,1,0,0,1,0,0.06043956056,0,1,0.04,1,0,1,0.0002360903454,0,0,0.04320453107,1,1,1,1,1,0,0.0595238097,0,1,1,1,0,0,0,815d23,2.627057076,5.06185627,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,0,0,0,0.001352265012,0.6017579436,0,1,0.04,1,0,0,0.0004778401635,0,0,0.003464341164,0,0,1,1,1,0,0.1347757429,0.0004507550038,1,1,0,0,0,0,815d23,2.660119772,5.737614155,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
1,1,0,1,1,0.000624999986,0.421875,0,1,0.04,1,1,0,0.0006460156874,0,1,0.02261054888,1,1,1,1,1,1,0.05624999851,0.001874999958,1,1,1,0,0,0,815d23,3.364187479,5.399865627,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,1,0,0,0.0006851661601,0.2055498511,0,1,0.08,1,0,1,0.0002317855251,0,0,0.006644518115,0,1,0,1,1,0,0.09712230414,0,1,1,0,0,0,0,815d23,3.350465298,5.321678162,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
1,1,1,0,1,0.001023541437,0.4000341296,0,1,0.04,1,0,0,0.0004996045027,0,0,0.02131645754,0,1,1,1,1,0,0.03633572161,0,1,1,1,0,0,0,815d23,3.484312296,5.191934109,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,1,0,0,0,0,0,1,0.2,1,0,1,0.003341957694,0,0,0.003341957694,0,1,1,1,1,1,0.0198781658,0,0,1,0,0,0,0,815d25,4.209011555,3.836256027,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
1,1,1,0,1,0,0,0.01637554541,1,0.2,0,0,1,0.001649620594,0,0,0,0,1,1,1,1,0,0.02729257569,0,0,1,1,0,0,0,815d25,3.227637291,4.285526276,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,1,1,0,0.02010285109,0,0.02010285109,1,0.08,1,0,1,0.003531537484,0,0,0.003531537484,0,1,1,1,1,0,0,0.02010285109,1,1,0,0,0,0,815d25,3.622739553,4.045353889,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,1,0,1,0,0.007820646279,0,1,0.12,1,0,1,0.006960153114,0,0,0.004640101921,0,1,1,1,1,1,0.1811783165,0.002606882248,1,0,1,0,0,0,815d25,3.336125374,4.916059971,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,0,1,0,0.004287464079,0.05104124174,0,1,0.06,1,0,1,0.1223340183,0,0,0.0279497765,0,0,0,1,1,0,0.07329522073,0,1,1,1,0,0,0,815d25,3.711741209,4.784841061,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
1,1,1,0,1,0,0,0,1,0.48,0,0,0,0.06331865489,0,0,0.02363302,0,1,0,1,1,1,0.0385915488,0,1,1,1,0,0,0,815d27,3.519868851,4.654833794,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,1,0,0,0,0,0,1,0,0,0,0,0.1651683897,0,0,0.04722930491,0,1,0,1,1,0,0.04347826168,0,1,1,0,0,0,0,815d27,3.448081017,4.341373444,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,1,0,0,0,0,0,1,0.47,0,0,0,0.1246391609,0,0,0,0,1,1,1,1,0,0.01531263255,0,0,1,0,0,0,0,815d27,5.478720188,2.283875704,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,1,0,0,0,0,0,1,0.36,0,0,0,0.05012905225,0,0,0.003269285895,0,0,1,1,1,0,0.029680999,0,1,1,0,0,0,0,815d27,5.876194,2.313883066,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,1,0,0,0.02877454273,0.5077860355,0,1,0.24,1,0,0,0.007539841346,0,0,0.02010624297,0,1,0,1,1,1,0.03656059504,0.01421800908,1,1,1,0,0,0,815d29,2.999724388,4.991191387,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
0,1,1,1,0,0.08068376034,0.07179487497,0.02051282115,1,0.24,1,0,0,0.01553449221,0,0,0.002106371801,0,1,0,1,1,0,0.06324786693,0.008547008969,1,1,0,0,0,0,815d29,2.863343,5.117706776,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
1,1,0,0,1,0.003942978568,0.6976038814,0,1,0.2,1,0,0,0.01145651843,0,0,0.006163740996,0,1,0,1,1,0,0.40066728,0.002426448278,1,1,1,0,0,0,815d29,3.033991098,5.066777229,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
1,1,1,1,1,0.02896312065,0.007723498624,0,1,0.12,1,1,1,0.01330798492,1,0,0.0006844106247,1,1,1,1,1,1,0.06758061051,0,1,1,1,0,0,0,815d29,3.141130447,5.411236763,1,8,0.804889679,1.9496454,1.635732889,2006,815,0
1,1,0,0,1,0,0.08895478398,0,1,0.12,0,0,1,0,0,0,0.01876897551,0,1,1,1,1,0,0.03558191285,0,0,1,0,0,0,0,816d1,2.855895281,4.351223469,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,1,1,0,0,0.0999167338,0,1,0.05,1,0,0,0.0003324330028,0,0,0.02202368528,1,0,1,0,0,0,0.02352206409,0,0,1,0,0,0,0,816d3,3.263466597,5.213737488,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,0,0,0,0,0.02403846197,0,1,0.03,0,0,1,0.0005044136196,1,0,0.003783102147,0,1,1,1,1,0,0.2864583433,0,0,0,0,0,0,0,816d3,3.299902678,4.522542,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,1,0,0,0,0,0,1,0.1,0,0,1,0.006414101925,0,1,0.00318397861,1,0,1,1,1,0,0.3235496581,0.007796376944,1,1,0,0,0,0,816d3,3.295836926,5.084619999,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,0,0,0,0,0.0350696221,0,1,0.16,0,0,1,0,0,0,0.009598903358,0,1,0,1,1,0,0.03816400096,0,0,1,0,0,0,0,816d5,3.117064476,4.452863216,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,0,0,0,0,0.01378359739,0,1,0.24,1,0,0,0,0,1,0.01089324616,0,1,1,1,1,0,0.1585113704,0,0,1,0,0,0,0,816d5,1.091923356,7.286697388,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,0,0,1,0,0.04615384713,0,1,0.08,0,0,0,0,0,1,0.00648055831,0,1,1,1,1,0,0.03925729543,0,0,0,0,0,0,0,816d5,2.332144022,5.209539413,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,0,0,1,0,0.1659751087,0.2365145236,1,0.2,1,0,1,0.002713704249,0,0,0.05156037956,0,1,1,1,1,1,0.2434301525,0.001383125898,0,1,0,0,0,0,816d5,2.052840948,4.530568123,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,0,1,1,0,0.07291666418,0,1,0.03,1,0,1,0,0,0,0.0120726293,0,1,1,1,1,1,0.04322916642,0,0,1,0,0,0,0,816d7,3.369362593,4.190717697,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,1,0,1,0.002095808275,0.4440119863,0,1,0.12,1,0,0,0,0,0,0,0,1,1,1,1,0,0.03742514923,0,1,0,0,0,0,0,816d7,3.909820557,4.203905582,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,0,0,0,0,0.007272727322,0,1,0.02,1,0,1,0,1,0,0.004801756237,0,0,1,1,1,0,0,0,1,1,0,0,0,0,816d7,3.644143581,4.680677891,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,1,0,0,0,0.05113923922,0,1,0.03,0,0,1,0.002477086848,0,0,0.01585335657,0,0,1,1,1,0,0.2086075991,0.001265822793,0,1,0,0,0,0,816d7,3.909219027,4.372251511,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,0,0,0,0,0,0,1,0.12,0,0,0,0,1,0,0,0,1,0,1,1,0,0.03653737903,0,0,0,0,0,0,0,816d7,3.995444536,4.181509495,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,1,0,0,0,0,0,1,0.02,0,0,1,0.001366048469,0,0,0.00388798397,0,0,0,1,1,0,0.1716208607,0,0,1,0,0,0,0,816d7,3.208825588,4.970374107,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,0,0,1,0,0.05316285416,0,1,0.06,0,0,0,0,0,1,0,0,1,0,1,1,1,0.05518169701,0,1,0,1,0,0,0,816d7,2.702032089,4.601810932,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,0,0,1,0,0.05722070858,0,0,0.04,0,0,0,0,0,0,0,0,1,0,1,1,0,0.06811989099,0,0,0,0,0,0,0,816d9,2.919930696,4.594869137,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,1,0,1,0,0.08356545866,0,1,0.06,0,0,0,0,0,0,0,0,1,0,1,1,1,0.04178272933,0,0,1,0,0,0,0,816d9,3.465735912,4.36349678,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,1,0,0,0,0,0,1,0.26,0,0,1,0,0,0,0,0,1,0,1,1,1,0.007396449801,0,0,0,1,0,0,0,816d9,3.33932209,4.275483608,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,0,0,0,0,0.03041054308,0,1,0.16,0,0,1,0,0,0,0.01681369916,1,1,1,1,1,0,0.04815002531,0,1,1,0,0,0,0,816d9,3.010620832,4.57668972,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,0,0,1,0,0.04123144597,0,1,0.12,0,0,1,0,0,0,0.007932445966,0,1,1,1,1,1,0.09510720521,0,1,1,0,0,0,0,816d9,3.132882118,4.373159885,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,0,0,1,0,0,0,1,0.02,0,0,1,0.006708997302,0,0,0.007188211195,0,0,1,1,0,0,0.05409927666,0,0,1,0,0,0,0,816d9,3.063858032,4.427787304,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,1,0,1,0,0.05281690136,0,1,0.12,0,0,1,0,0,0,0.02658403851,0,1,1,1,1,0,0.03667840362,0,1,1,0,0,0,0,816d11,3.841385841,4.292494774,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,1,0,1,0,0.02390438318,0,1,0.12,0,0,1,0.0006078780862,0,0,0.005025125574,1,0,0,1,0,0,0.03944223002,0,0,1,0,0,0,0,816d11,4.021235943,4.499948978,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,0,0,1,0,0.02847650647,0,1,0.2,0,0,1,0,0,0,0.004672221839,0,1,1,1,1,0,0.02064546756,0,0,1,0,0,0,0,816d11,3.926123142,4.420044422,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,0,0,0,0,0.04381694272,0,1,0.12,0,0,1,0,0,0,0.01017964073,1,1,1,1,1,0,0.02239532582,0,1,0,0,0,0,0,816d11,4.20618391,4.114507675,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,0,0,0,0,0.0316789858,0,1,0.12,0,0,0,0,0,1,0,0,1,0,1,0,0,0.02587117255,0,1,0,0,0,0,0,816d11,4.068342686,4.17125082,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
1,1,1,0,1,0,0,0,1,0.12,0,0,1,0,0,0,0,0,1,1,1,1,0,0.2028123289,0,1,0,0,0,0,0,816d11,3.579622507,4.635924816,0,8,1.370562911,0.8626455665,0.8845489025,2006,816,0
0,1,1,0,0,0.003939827904,0.02793696336,0,0,0.12,0,0,1,0.003269379726,0,0,0,0,0,0,1,1,0,0.1532951295,0,0,1,0,0,0,0,817d3,3.137231827,4.797281742,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,1,1,0,0,0.01171112526,0.2081977874,0,1,0.09,1,0,1,0.01136667561,0,1,0.009093340486,0,0,1,1,1,0,0.06896551698,0,1,1,1,0,0,0,817d3,2.479056358,4.858531475,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,1,0,0,0,0.00150602404,0,0,1,0.12,1,0,1,0.0005471124896,0,1,0.01033434644,0,0,1,1,1,0,0.1662650555,0.00150602404,1,0,0,0,0,0,817d3,3.32683301,4.780887127,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
1,1,1,0,1,0.01270053443,0,0,1,0.12,1,0,1,0.03798412904,0,0,0,1,0,1,1,0,0,0.1009358317,0,1,1,1,0,0,0,817d3,3.356897116,4.646800041,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,1,1,0,0,0,0.06399583817,0,0,0.04,0,0,1,0.08413356543,1,0,0,1,0,0,1,0,1,0.318418324,0,1,0,1,0,0,0,817d3,3.045949936,4.515171528,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
1,1,1,0,1,0,0.009224318899,0,0,0.05,0,0,1,0.05210068449,1,0,0.02452341281,1,0,0,1,0,0,0.08888889104,0,1,0,0,0,0,0,817d3,3.109507322,4.66744709,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,1,1,0,1,0,0,0,0,0.17,1,0,1,0.001713111065,0,1,0.009821836837,0,0,1,1,1,1,0.1150341704,0,0,1,1,0,0,0,817d5,3.016514778,4.454278946,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,1,1,0,0,0,0,0,0,0.06,1,0,1,0.001703730319,0,1,0,0,0,0,1,1,0,0.04526748881,0,1,0,1,0,0,0,817d5,3.26956892,4.526077747,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
1,1,1,0,1,0,0,0,1,0.37,0,0,1,0.001702272566,0,1,0.02383181639,0,1,1,1,1,1,0.06977640837,0,1,1,1,0,0,0,817d5,3.122364998,4.738591194,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,1,1,0,0,0,0,0,1,0.02,1,0,1,0.01370175835,0,0,0.02664230764,1,0,1,1,0,0,0.3307320774,0.01114827208,1,0,0,0,0,0,817d5,3.586569786,4.311098099,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
1,1,1,0,1,0,0,0,0,0.1,1,0,1,0.00588620035,0,0,0.04144866019,0,1,1,1,1,0,0.09659540653,0,0,1,0,0,0,0,817d5,3.56925106,4.26514101,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,1,1,0,0,0,0,0,1,0.11,1,0,1,0.001907438971,1,0,0.03112137318,0,0,1,1,1,0,0.2110405415,0,1,0,0,0,0,0,817d5,3.148882389,4.475248337,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
1,1,1,0,1,0,0,0,1,0.08,1,0,0,0.2818620205,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,817d7,3.254242897,4.778441906,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
1,1,1,0,1,0,0,0,1,0.06,1,0,1,0,0,0,0.008736894466,0,1,0,1,1,1,0.1462074071,0,1,1,1,0,0,0,817d7,3.306520462,4.60517025,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,1,1,0,1,0,0,0,1,0.17,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,817d7,3.370738268,4.451706409,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
1,1,1,0,1,0,0,0,1,0.15,1,0,0,0,0,0,0,0,0,1,1,1,0,0.02383612655,0,0,0,0,0,0,0,817d7,3.414113522,4.481322289,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,1,1,0,0,0,0,0,1,0.08,1,0,0,0.2007928491,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,817d7,3.086486578,4.664558411,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
1,1,1,0,1,0,0,0,0,0.25,0,0,0,1,0,0,0.03577106446,0,1,1,1,1,1,0.1587083489,0.00687049143,1,1,1,0,0,0,817d9,3.451256514,4.524995327,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,1,1,0,0,0.03237992525,0.01888828911,0,1,0.1,1,0,1,0.2217037529,0,1,0.04881550744,0,1,1,1,1,1,0.2579600513,0,1,0,1,1,0,0,817d9,2.962589025,4.561972141,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
0,0,1,0,0,0,0,0,1,0.04,1,0,0,0.08227273077,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,817d9,3.289147854,4.407064915,0,8,1.233413339,0.545966208,0.8342602253,2006,817,0
